yesno_label	question	ideal_answer
0	Does magnesium sulfate improve outcomes of subarachnoid hemorrhage patients?	Although initial studies have provided with encouraging findings regarding administration of magnesium sulphate in aneurysmal subarachnoid haemorrhage patients, but subsequent larger studies have reported that intravenous magnesium sulphate does not improve clinical outcome after aneurysmal subarachnoid haemorrhage, therefore routine administration of magnesium cannot be recommended.
1	Are ultraconserved elements depleted among copy number variants (CNVs)?	Interestingly, human ultraconserved elements (UCEs) have been reported to be strongly depleted among segmental duplications and benign copy number variants (CNVs). These elements may be interpreted as hallmarks for dose-sensitive genes, particularly for those genes whose gain or loss may be directly implied in neurodevelopmental disorders. Therefore, their presence in genomic imbalances of unknown effect might be suggestive of a clinically relevant condition
0	Is osteocrin expressed exclusively in the bone?	Osteocrin (Ostn) has been detected in the bones and the brain.
1	Is TREM2 associated with Alzheimer's disease in humans?	TREM2 variants have been found to be associated with early as well as with late onset Alzheimer's disease.
0	Does the histone chaperone ASF1 interact with histones H1/H2?	the histone chaperone ASF1 interacts with histones H3/H4.
1	Are Drosophila ultraconserved elements candidate ncRNAs?	Highly constrained intergenic Drosophila ultraconserved elements are candidate ncRNAs.
1	Is invasion and metastasis one of the hallmarks of cancer?	invasion and metastasis are one of the so-called hallmarks of cancer.
1	Are there interactomes available for POU5F1 and SOX2?	Long-range chromosomal interactions on putative enhancers of POU5F1 and SOX2 genes in human embryonic stem cells (hESCs) have been assayed using 4C-Seq technique. Their frequent interacting regions mainly overlap with early DNA replication domains. The interactomes are associated with active histone marks and enriched with 5-hydroxymethylcytosine sites.
1	Can oleuropein aglycone interfere with amyloid aggregation?	oleuropein aglycone interferes in vitro and in vivo with amyloid aggregates.
1	Is exonuclease Xrn1 a component of the P-bodies?	In eukaryotic cells, XRN1 is often found in particles known as processing bodies (P bodies) together with other proteins involved in the 5' → 3' degradation pathway, such as DCP2 and the helicase DHH1 (Me31B).  In yeast and human tissue culture cells, Xrn1 has been shown to be a component of P-bodies (processing bodies), dynamic cytoplasmic granules where RNA degradation can take place. Many P-body components including LSM1, GW182, DDX3, DDX6 and XRN1, but not others like DCP1a and EDC4 are recruited to the viral replication sites, as evidenced by their colocalization at perinuclear region with viral NS3.
1	Does TGF-beta play a role in cardiac regeneration after myocardial infarction?	TGFβ signaling orchestrates the beneficial interplay between scar-based repair and cardiomyocyte-based regeneration to achieve complete heart regeneration.
1	Is  farnesoid X receptor (FXR) a nuclear receptor?	farnesoid X receptor (FXR) is a nuclear receptor.
1	Is lumican a secreted protein?	Lumican is a secreted proteoglycan that regulates collagen fibril assembly.
1	Does Rhamnose have any effect on aging?	Rhamnose does have an effect on aging.
1	Are OATP1B1 and OATP1B3 associated with bilirubin transport?	OATP1B1 and OATP1B3 are involved in the transport of bilirubin.
1	Is the microRNA 132 (miR-132) involved in brain pathologies?	MicroRNA 132 (miR-132), is involved in brain pathologies.
1	Can a peptide aptamer be used as protein inhibitor?	peptide aptamers can be used as inhibitors.
1	Can pets affect infant microbiomed?	exposure to household furry pets influences the gut microbiota of infants.
1	Can radius fracture cause carpal tunnel syndrome?	carpal tunnel syndrome is a common complication associated with distal radius fractures.
1	Is stop codon bypass possible?	In 1999, proof-of-concept for treating these disorders was obtained in a mouse model of muscular dystrophy, when administration of aminoglycosides restored protein translation by inducing the ribosome to bypass a PTC. Aminoglycosides can bypass nonsense mutations and are the prototypic agents for translational bypass therapy (TBT). Expression of retroviral replication enzymes (Pol) requires a controlled translational recoding event to bypass the stop codon at the end of gag. This recoding event occurs either by direct suppression of termination via the insertion of an amino acid at the stop codon (readthrough) or by alteration of the mRNA reading frame (frameshift).
1	Is nimodipine recommended for prevention of vasospasm in aneurysmal subarachnoid hemorrhage patients?	nimodipine is recommended and FDA approved for prevention of vasospasm after aneurysmal subarachnoid hemorrhage. Multiple studies have demonstrated that nimodipine (administered orally or intravenously) is safe and effective for prevention of vasospasm, and reduce frequency of ischemic complications, lowered mortality and improved overall outcomes. Other preventive medication can be also effective for vasomotor prevention in aneurysmal subarachnoid hemorrhage patients.
1	Is Ctf4 involved in sister chromatid cohesion establishment?	Ctf4 is associated with the replisome and is required for proper establishment of cohesion by facilitating cohesin acetylation.
1	Do RNA:DNA hybrids preferentially form in high or low GC regions?	Transcription through a GC-rich region favors R-loop formation, with the nascent (G-rich) RNA forming a stable RNA:DNA hybrid with the template DNA strand.
1	Is selumetinib effective in thyroid cancer?	selumetinib was shown to be effective treatment for thyroid cancer. Selumetinib may reverse radioiodine uptake in patients with radioiodine-refractory differentiated thyroid cancer. Clinical efficacy of selumetinib was also investigated in other solid tumors.
1	Is there a phylogenetic analysis for HIV?	In biology, phylogenetics is the study of evolutionary relationships among groups of organisms (e.g. species, populations), which are discovered through molecular sequencing data and morphological data matrices. The result of phylogenetic studies is a hypothesis about the evolutionary history of taxonomic groups: their phylogeny.  Phylogenetic analysis examines small differences in HIV’s genes using computational methods to calculate the genetic distance between strains. Unlike human DNA, which remains stable for a lifetime, HIV’s RNA changes very rapidly, leading to a huge amount of genetic diversity. This diversity means that scientists, using phylogenetic analysis, have been able to ascertain where HIV comes from, as well as track the various strains of HIV that exist worldwide. Based on results, there are found many studies on HIV phylogenetic analysis.
